title,pubdate,pmc_id,authors
A real-world pharmacovigilance study of FDA Adverse Event Reporting System (FAERS) for gemcitabine.,2025,NA,"Zhang, Li, Xu, Qiao, Ren, Li, Liu"
A real-world pharmacovigilance study of FDA Adverse Event Reporting System events for gefitinib and docetaxel.,2025,PMC11107893,"Cui, Li, Zhang"
A real-world pharmacovigilance study of FDA Adverse Event Reporting System events for pralsetinib.,2024,PMC11588741,"Yin, Sun, Jin"
A real-world pharmacovigilance study of FDA adverse event reporting system (FAERS) events for cabazitaxel.,2025,PMC11672021,"Luo, Feng, Lin, Chen, Pang"
A real-world pharmacovigilance study of FDA adverse event reporting system (FAERS) events for etrasimod.,2025,PMC12644091,"Wu, Ke, Li"
A real-world pharmacovigilance study of FDA adverse event reporting system (FAERS) events for niraparib.,2022,PMC9709073,"Guo, Shu, Chen, Li, Li"
A real-world pharmacovigilance study of FDA adverse event reporting system (FAERS) events for sunitinib.,2024,PMC11303340,"Zhang, Ren, Zhu, Zheng, Shen, Lu"
A real-world pharmacovigilance study of FDA adverse event reporting system (FAERS) for therapeutic radiopharmaceuticals.,2026,NA,"Karpuz, Aksoyalp"
A real-world pharmacovigilance study of FDA adverse event reporting system events for Lutetium-177-PSMA-617.,2024,PMC11519899,"Wu, Hu, Chen, Xiao, Liu"
A real-world pharmacovigilance study of FDA adverse event reporting system events for atogepant.,2025,NA,"Wen, Ding, Chen"
A real-world pharmacovigilance study of FDA adverse event reporting system events for cefazolin.,2025,PMC12708135,"Guo, Tang, Yue, Yu"
A real-world pharmacovigilance study of FDA adverse event reporting system events for diazepam.,2024,PMC10847318,"He, Wang, Chen"
A real-world pharmacovigilance study of FDA adverse event reporting system events for sildenafil.,2024,NA,"Wang, Zhao, Yang, Wan"
A real-world pharmacovigilance study of KRAS G12C mutation inhibitors based on the food and drug administration adverse event reporting system.,2024,PMC11387170,"Wu, Xu, Li, Aierken, Yu, Qin"
A real-world pharmacovigilance study of Sorafenib based on the FDA Adverse Event Reporting System.,2024,PMC11685139,"Zhang, Cai, Sun, Zeng, Wang, Wang, Jiang, Lian"
A real-world pharmacovigilance study of abaloparatide based on the FDA Adverse Event Reporting System (FAERS).,2023,PMC5055567,"Shi, Cheng, Zhao, Zou, Sun"
A real-world pharmacovigilance study of adverse drug reactions associated with lecanemab and aducanumab based on WHO-VigiAccess and FAERS databases.,2025,PMC12023478,"Hu, Zhao, Mao, He, Zhang, Ye, Yang"
A real-world pharmacovigilance study of adverse events associated with esketamine: disproportionality analysis and detection of potential drug-drug interaction signals.,2025,PMC12722400,"Pisanu, Imai, Tsuchiya, Inoue, Ikegami, Zammarchi, Kizaki, Hori"
A real-world pharmacovigilance study of amivantamab-related cardiovascular adverse events based on the FDA adverse event reporting system (FAERS) database.,2024,PMC11045761,"Sun, Ning, Qin, Zhang, Teng, Jin, Liu, Wang"
A real-world pharmacovigilance study of axitinib: data mining of the public version of FDA adverse event reporting system.,2022,NA,"Shu, Ding, Dai, Zhang"
A real-world pharmacovigilance study of belzutifan in renal cell carcinoma and von Hippel-Lindau disease: insights from the FDA adverse event reporting system database.,2025,PMC9479583,"Ye, Fan, Hu"
A real-world pharmacovigilance study of blinatumomab based on the FDA adverse event reporting system.,2025,NA,"Zhang, Guo, Chen, Yang, Song, Wang"
A real-world pharmacovigilance study of cardiac adverse events induced by sugammadex in the FDA adverse event reporting system.,2025,NA,"Lin, Zeng, Cao, Jing"
A real-world pharmacovigilance study of drug-induced QT interval prolongation: analysis of spontaneous reports submitted to FAERS.,2024,PMC11128590,"Tan, Yan, Chen, Huang, Luo, Li, Lan, Chen, Xi"
A real-world pharmacovigilance study of efgartigimod alfa in the FDA adverse event reporting system database.,2025,PMC12041031,"Yang, Liu, Wei"
A real-world pharmacovigilance study of lorazepam based on the FDA adverse event reporting system database.,2025,PMC12187914,"Fang, Xu, Li, Zhong, Dai, Wen, Yang, Chen"
A real-world pharmacovigilance study of mepolizumab in the FDA adverse event reporting system (FAERS) database.,2023,PMC10771301,"Zou, Zhu, Lou, Cui, Wang, Ou, Wang, Chen, Lan"
A real-world pharmacovigilance study of modafinil events in the FDA Adverse Event Reporting System (FAERS).,2025,NA,"Zhang, Huang, Zheng, Zheng, Shi, Huang, Yang"
A real-world pharmacovigilance study of netarsudil based on the FDA adverse event reporting system (FAERS).,2025,PMC12013040,"Xiong, Zhang, Tang, Huang"
A real-world pharmacovigilance study of neuroleptic malignant syndrome based on FDA adverse event reporting system.,2024,PMC11668602,"Zhang, Deng, Wang, Luo, Li"
A real-world pharmacovigilance study of omalizumab using disproportionality analysis in the FDA adverse drug events reporting system database.,2025,PMC11889112,"Song, Wang, Wang, Xie, Zhu, Wang"
A real-world pharmacovigilance study of polatuzumab vedotin based on the FDA adverse event reporting system (FAERS).,2024,PMC11231375,"Liu, Mao, Hu, Li, Zhao, Zhang, Hu"
A real-world pharmacovigilance study of sacubitril\valsartan in older people: data mining of the FDA adverse event reporting system.,2025,NA,"Kuai, Li, Zhang, Tang, Ye, Hu"
A real-world pharmacovigilance study of severe cutaneous adverse reactions associated with antiepileptic drug combination therapy: data mining of FDA adverse event reporting system.,2023,NA,"Wei, Zhang, Yin, Jiang, Liu, Wu"
A real-world pharmacovigilance study of tafasitamab: data mining of the US food and drug administration adverse event reporting system.,2025,NA,"Xu, Feng, Huang, Wang, Liu, Shen"
