combination,drug_names,interaction_size,n_bins,mean_combined_importance,max_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_FLUCONAZOLE|item_drug_IBUPROFEN|item_drug_LAMOTRIGINE,FLUCONAZOLE + IBUPROFEN + LAMOTRIGINE,3,5,0.010626980839633473,0.026739752121460066,6775,6775
item_drug_CEPHALEXIN|item_drug_IBUPROFEN|item_drug_SIMVASTATIN,CEPHALEXIN + IBUPROFEN + SIMVASTATIN,3,5,0.010483551507273727,0.0158143129359842,8624,8624
item_drug_CEPHALEXIN|item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE,CEPHALEXIN + ERYTHROMYCIN + KETOCONAZOLE,3,5,0.010435736911745947,0.015734541207048435,9517,9517
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_ERYTHROMYCIN,ALPRAZOLAM + CEPHALEXIN + ERYTHROMYCIN,3,5,0.010431653780936873,0.016204790147403034,9615,9615
item_drug_AZITHROMYCIN|item_drug_FLUCONAZOLE|item_drug_KETOCONAZOLE,AZITHROMYCIN + FLUCONAZOLE + KETOCONAZOLE,3,5,0.01041725483252172,0.029602372013906236,9517,9517
item_drug_FLUCONAZOLE|item_drug_LEVOFLOXACIN|item_drug_METRONIDAZOLE,FLUCONAZOLE + LEVOFLOXACIN + METRONIDAZOLE,3,5,0.010374703449074534,0.0159659655016952,2879,2879
item_drug_LORAZEPAM|item_drug_MELOXICAM|item_drug_METRONIDAZOLE,LORAZEPAM + MELOXICAM + METRONIDAZOLE,3,5,0.010328725241091314,0.03202005928953013,4750,4750
item_drug_CEPHALEXIN|item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE,CEPHALEXIN + ERYTHROMYCIN + OMEPRAZOLE,3,5,0.01017469320575622,0.015620151380646166,9446,3788
item_drug_AMOXICILLIN|item_drug_ATENOLOL|item_drug_LEVOFLOXACIN,AMOXICILLIN + ATENOLOL + LEVOFLOXACIN,3,5,0.01015081446014672,0.022621125551830167,1179,242
item_drug_CEPHALEXIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN,CEPHALEXIN + HYDROCHLOROTHIAZIDE + IBUPROFEN,3,5,0.009865931820930766,0.0152695409224383,8624,8624
item_drug_AMOXICILLIN|item_drug_FLUCONAZOLE|item_drug_LAMOTRIGINE,AMOXICILLIN + FLUCONAZOLE + LAMOTRIGINE,3,5,0.009787340675244767,0.0344087469703718,6775,6775
item_drug_ALLOPURINOL|item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN,ALLOPURINOL + AMOXICILLIN + AZITHROMYCIN,3,5,0.009436114314844273,0.018879078801780733,6950,5597
item_drug_ATENOLOL|item_drug_GABAPENTIN|item_drug_LEVOFLOXACIN,ATENOLOL + GABAPENTIN + LEVOFLOXACIN,3,5,0.009197156424826247,0.02240613929838173,548,374
