combination,drug_names,interaction_size,n_bins,mean_combined_importance,max_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_DEXAMETHASONE|item_drug_EPIDUO|item_drug_LEVOFLOXACIN,DEXAMETHASONE + EPIDUO + LEVOFLOXACIN,3,1,0.0009585099350114999,0.0009585099350114999,1805,1805
item_drug_ERYTHROMYCIN|item_drug_PREDNISOLONE|item_drug_TRETINOIN,ERYTHROMYCIN + PREDNISOLONE + TRETINOIN,3,1,0.0009579349318985333,0.0009579349318985333,1997,1997
item_drug_EPIDUO|item_drug_FLUCONAZOLE|item_drug_NORETHINDRONE,EPIDUO + FLUCONAZOLE + NORETHINDRONE,3,1,0.0009571524977776,0.0009571524977776,1463,1405
item_drug_EPIDUO|item_drug_LEVOFLOXACIN|item_drug_OMEPRAZOLE,EPIDUO + LEVOFLOXACIN + OMEPRAZOLE,3,1,0.0009555635214701999,0.0009555635214701999,1958,1958
item_drug_HYDROCORTISONE|item_drug_MUPIROCIN|item_drug_TRETINOIN,HYDROCORTISONE + MUPIROCIN + TRETINOIN,3,1,0.0009550552651946667,0.0009550552651946667,2000,2000
item_drug_BENZONATATE|item_drug_NUVARING,BENZONATATE + NUVARING,2,1,0.000954834249954,0.000954834249954,1743,1201
item_drug_EPIDUO|item_drug_FLUCONAZOLE|item_drug_MUPIROCIN,EPIDUO + FLUCONAZOLE + MUPIROCIN,3,1,0.0009546822869373333,0.0009546822869373333,1464,1462
item_drug_ERYTHROMYCIN|item_drug_OFLOXACIN|item_drug_TRETINOIN,ERYTHROMYCIN + OFLOXACIN + TRETINOIN,3,1,0.0009546643412834333,0.0009546643412834333,1993,1993
item_drug_ATENOLOL|item_drug_BENZONATATE|item_drug_PREDNISONE,ATENOLOL + BENZONATATE + PREDNISONE,3,1,0.0009546294033297666,0.0009546294033297666,102,102
item_drug_AZITHROMYCIN|item_drug_MISOPROSTOL|item_drug_MUPIROCIN,AZITHROMYCIN + MISOPROSTOL + MUPIROCIN,3,1,0.0009541681005786666,0.0009541681005786666,1341,1341
item_drug_GLIPIZIDE|item_drug_VIAGRA|item_drug_ZOSTAVAX,GLIPIZIDE + VIAGRA + ZOSTAVAX,3,1,0.0009536102392750668,0.0009536102392750668,1975,1975
item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_FENOFIBRATE,ALPRAZOLAM + ATENOLOL + FENOFIBRATE,3,1,0.0009532777836327001,0.0009532777836327001,1856,1856
item_drug_BENZONATATE|item_drug_NUVARING|item_drug_OMEPRAZOLE,BENZONATATE + NUVARING + OMEPRAZOLE,3,1,0.0009505577010111666,0.0009505577010111666,1733,32
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_FENOFIBRATE,ALPRAZOLAM + CEPHALEXIN + FENOFIBRATE,3,1,0.0009484958888094333,0.0009484958888094333,1856,1856
item_drug_BENZONATATE|item_drug_TRETINOIN|item_drug_VYVANSE,BENZONATATE + TRETINOIN + VYVANSE,3,1,0.0009461846497573,0.0009461846497573,2000,2000
item_drug_ERYTHROMYCIN|item_drug_PREDNISONE|item_drug_TRETINOIN,ERYTHROMYCIN + PREDNISONE + TRETINOIN,3,1,0.0009454489832624334,0.0009454489832624334,1998,1998
item_drug_ARIPIPRAZOLE|item_drug_NEXPLANON|item_drug_OFLOXACIN,ARIPIPRAZOLE + NEXPLANON + OFLOXACIN,3,1,0.0009448447235071,0.0009448447235071,362,362
item_drug_MISOPROSTOL|item_drug_NUVARING|item_drug_PREDNISONE,MISOPROSTOL + NUVARING + PREDNISONE,3,1,0.0009434713393491,0.0009434713393491,1536,1536
item_drug_ACYCLOVIR|item_drug_CIPRODEX|item_drug_TAMIFLU,ACYCLOVIR + CIPRODEX + TAMIFLU,3,1,0.0009432732851447001,0.0009432732851447001,1999,1999
item_drug_ERYTHROMYCIN|item_drug_TAMIFLU|item_drug_TRETINOIN,ERYTHROMYCIN + TAMIFLU + TRETINOIN,3,1,0.0009431819770900667,0.0009431819770900667,1998,1998
item_drug_ACYCLOVIR|item_drug_CIPRODEX|item_drug_PREDNISONE,ACYCLOVIR + CIPRODEX + PREDNISONE,3,1,0.0009421226387543334,0.0009421226387543334,1999,1999
item_drug_CIPRODEX|item_drug_ERYTHROMYCIN|item_drug_TRETINOIN,CIPRODEX + ERYTHROMYCIN + TRETINOIN,3,1,0.0009419431680815333,0.0009419431680815333,1997,1997
item_drug_METRONIDAZOLE|item_drug_MISOPROSTOL|item_drug_NUVARING,METRONIDAZOLE + MISOPROSTOL + NUVARING,3,1,0.0009419410086906,0.0009419410086906,1536,1536
item_drug_EPIDUO|item_drug_LEVOFLOXACIN,EPIDUO + LEVOFLOXACIN,2,1,0.0009380457546308,0.0009380457546308,1958,1958
item_drug_ACYCLOVIR|item_drug_BENZONATATE|item_drug_VYVANSE,ACYCLOVIR + BENZONATATE + VYVANSE,3,1,0.0009368864587340999,0.0009368864587340999,1999,1999
item_drug_ACYCLOVIR|item_drug_BENZONATATE|item_drug_OMEPRAZOLE,ACYCLOVIR + BENZONATATE + OMEPRAZOLE,3,1,0.0009349102985280333,0.0009349102985280333,865,277
item_drug_ERYTHROMYCIN|item_drug_MISOPROSTOL|item_drug_NUVARING,ERYTHROMYCIN + MISOPROSTOL + NUVARING,3,1,0.0009344581147634,0.0009344581147634,1536,1536
item_drug_ARIPIPRAZOLE|item_drug_DEXAMETHASONE|item_drug_LORATADINE,ARIPIPRAZOLE + DEXAMETHASONE + LORATADINE,3,1,0.0009340271678344999,0.0009340271678344999,218,218
item_drug_HYDROCORTISONE|item_drug_TRETINOIN|item_drug_VYVANSE,HYDROCORTISONE + TRETINOIN + VYVANSE,3,1,0.0009326778281200333,0.0009326778281200333,2000,2000
item_drug_ACYCLOVIR|item_drug_CIPRODEX|item_drug_PREDNISOLONE,ACYCLOVIR + CIPRODEX + PREDNISOLONE,3,1,0.0009315760524455,0.0009315760524455,1998,1998
item_drug_ARIPIPRAZOLE|item_drug_LORATADINE|item_drug_OMEPRAZOLE,ARIPIPRAZOLE + LORATADINE + OMEPRAZOLE,3,1,0.0009310807542931999,0.0009310807542931999,244,244
item_drug_ACYCLOVIR|item_drug_CIPRODEX|item_drug_ERYTHROMYCIN,ACYCLOVIR + CIPRODEX + ERYTHROMYCIN,3,1,0.0009290171743166334,0.0009290171743166334,1999,1999
item_drug_ACYCLOVIR|item_drug_BENZONATATE|item_drug_NUVARING,ACYCLOVIR + BENZONATATE + NUVARING,3,1,0.0009282036525306332,0.0009282036525306332,751,462
item_drug_ALPRAZOLAM|item_drug_OCELLA|item_drug_OMEPRAZOLE,ALPRAZOLAM + OCELLA + OMEPRAZOLE,3,1,0.0009262762712597001,0.0009262762712597001,1607,137
item_drug_ACYCLOVIR|item_drug_HYDROCORTISONE|item_drug_LORATADINE,ACYCLOVIR + HYDROCORTISONE + LORATADINE,3,1,0.0009226634456999333,0.0009226634456999333,1999,1999
item_drug_ARIPIPRAZOLE|item_drug_EPIDUO|item_drug_LORATADINE,ARIPIPRAZOLE + EPIDUO + LORATADINE,3,1,0.0009174373886323334,0.0009174373886323334,244,244
item_drug_DEXAMETHASONE|item_drug_LORATADINE|item_drug_NEXPLANON,DEXAMETHASONE + LORATADINE + NEXPLANON,3,1,0.0009174369450311,0.0009174369450311,1068,1068
item_drug_MISOPROSTOL|item_drug_NUVARING|item_drug_OFLOXACIN,MISOPROSTOL + NUVARING + OFLOXACIN,3,1,0.0009165934196864333,0.0009165934196864333,1536,1536
item_drug_LORATADINE|item_drug_NEXPLANON|item_drug_OMEPRAZOLE,LORATADINE + NEXPLANON + OMEPRAZOLE,3,1,0.0009144905314898,0.0009144905314898,1134,1134
item_drug_BENZONATATE|item_drug_VIAGRA|item_drug_ZOSTAVAX,BENZONATATE + VIAGRA + ZOSTAVAX,3,1,0.0009137906342512,0.0009137906342512,1837,1836
item_drug_ALLOPURINOL|item_drug_HYDROCHLOROTHIAZIDE|item_drug_ZOSTAVAX,ALLOPURINOL + HYDROCHLOROTHIAZIDE + ZOSTAVAX,3,1,0.0009124569601913999,0.0009124569601913999,1910,1608
item_drug_ARIPIPRAZOLE|item_drug_LEVOFLOXACIN|item_drug_LORATADINE,ARIPIPRAZOLE + LEVOFLOXACIN + LORATADINE,3,1,0.0009096885862752667,0.0009096885862752667,228,228
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE|item_drug_OCELLA,ALPRAZOLAM + KETOCONAZOLE + OCELLA,3,1,0.000905682047379,0.000905682047379,1606,1606
item_drug_LORYNA|item_drug_MISOPROSTOL|item_drug_NUVARING,LORYNA + MISOPROSTOL + NUVARING,3,1,0.0009044245398023668,0.0009044245398023668,1536,1536
item_drug_ARIPIPRAZOLE|item_drug_LORATADINE,ARIPIPRAZOLE + LORATADINE,2,1,0.0009013216038653,0.0009013216038653,244,244
item_drug_EPIDUO|item_drug_LORATADINE|item_drug_NEXPLANON,EPIDUO + LORATADINE + NEXPLANON,3,1,0.0009008471658289334,0.0009008471658289334,1132,1132
item_drug_HYDROCHLOROTHIAZIDE|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + ZOSTAVAX,2,1,0.0009006388775201499,0.0009006388775201499,1980,1980
item_drug_ARIPIPRAZOLE|item_drug_DEXAMETHASONE|item_drug_OMEPRAZOLE,ARIPIPRAZOLE + DEXAMETHASONE + OMEPRAZOLE,3,1,0.0008971109824295332,0.0008971109824295332,308,308
item_drug_ACYCLOVIR|item_drug_PREDNISONE|item_drug_TAMIFLU,ACYCLOVIR + PREDNISONE + TAMIFLU,3,1,0.0008954947426034333,0.0008954947426034333,1999,1999
item_drug_LEVOFLOXACIN|item_drug_LORATADINE|item_drug_NEXPLANON,LEVOFLOXACIN + LORATADINE + NEXPLANON,3,1,0.0008930983634718666,0.0008930983634718666,1116,1116
item_drug_ACYCLOVIR|item_drug_PREDNISOLONE|item_drug_TAMIFLU,ACYCLOVIR + PREDNISOLONE + TAMIFLU,3,1,0.0008849481562946001,0.0008849481562946001,1998,1998
item_drug_ACYCLOVIR|item_drug_PREDNISOLONE|item_drug_PREDNISONE,ACYCLOVIR + PREDNISOLONE + PREDNISONE,3,1,0.0008837975099042334,0.0008837975099042334,1998,1998
item_drug_EPIDUO|item_drug_LORATADINE|item_drug_LORYNA,EPIDUO + LORATADINE + LORYNA,3,1,0.0008837900475210667,0.0008837900475210667,1156,1156
item_drug_ACYCLOVIR|item_drug_BENZONATATE|item_drug_IBUPROFEN,ACYCLOVIR + BENZONATATE + IBUPROFEN,3,1,0.0008837278578941,0.0008837278578941,1999,1999
item_drug_ARIPIPRAZOLE|item_drug_DEXAMETHASONE|item_drug_EPIDUO,ARIPIPRAZOLE + DEXAMETHASONE + EPIDUO,3,1,0.0008834676167686666,0.0008834676167686666,308,308
item_drug_DEXAMETHASONE|item_drug_EPIDUO|item_drug_LORYNA,DEXAMETHASONE + EPIDUO + LORYNA,3,1,0.000882921149923,0.000882921149923,1471,1471
item_drug_ACYCLOVIR|item_drug_ERYTHROMYCIN|item_drug_TAMIFLU,ACYCLOVIR + ERYTHROMYCIN + TAMIFLU,3,1,0.0008823892781657334,0.0008823892781657334,1999,1999
item_drug_BENZONATATE|item_drug_KETOCONAZOLE|item_drug_NUVARING,BENZONATATE + KETOCONAZOLE + NUVARING,3,1,0.0008814820177850667,0.0008814820177850667,1731,1189
item_drug_ACYCLOVIR|item_drug_AZITHROMYCIN|item_drug_OCELLA,ACYCLOVIR + AZITHROMYCIN + OCELLA,3,1,0.0008808510088820666,0.0008808510088820666,1066,1066
item_drug_ARIPIPRAZOLE|item_drug_EPIDUO|item_drug_OMEPRAZOLE,ARIPIPRAZOLE + EPIDUO + OMEPRAZOLE,3,1,0.0008805212032273667,0.0008805212032273667,340,340
item_drug_DEXAMETHASONE|item_drug_NEXPLANON|item_drug_OMEPRAZOLE,DEXAMETHASONE + NEXPLANON + OMEPRAZOLE,3,1,0.0008805207596261332,0.0008805207596261332,1805,1805
item_drug_METHOCARBAMOL|item_drug_OCELLA|item_drug_OMEPRAZOLE,METHOCARBAMOL + OCELLA + OMEPRAZOLE,3,1,0.0008789318743686667,0.0008789318743686667,1607,137
item_drug_LORATADINE|item_drug_NEXPLANON,LORATADINE + NEXPLANON,2,1,0.0008764362696602,0.0008764362696602,1134,1134
item_drug_ARIPIPRAZOLE|item_drug_DEXAMETHASONE|item_drug_LEVOFLOXACIN,ARIPIPRAZOLE + DEXAMETHASONE + LEVOFLOXACIN,3,1,0.0008757188144116,0.0008757188144116,308,308
item_drug_ARIPIPRAZOLE|item_drug_LEVOFLOXACIN|item_drug_OMEPRAZOLE,ARIPIPRAZOLE + LEVOFLOXACIN + OMEPRAZOLE,3,1,0.0008727724008702999,0.0008727724008702999,324,324
item_drug_ACYCLOVIR|item_drug_ERYTHROMYCIN|item_drug_PREDNISOLONE,ACYCLOVIR + ERYTHROMYCIN + PREDNISOLONE,3,1,0.0008706920454665334,0.0008706920454665334,1998,1998
item_drug_DIFFERIN|item_drug_LORATADINE|item_drug_OFLOXACIN,DIFFERIN + LORATADINE + OFLOXACIN,3,1,0.0008700177997707333,0.0008700177997707333,1163,1163
item_drug_ACYCLOVIR|item_drug_BENZONATATE|item_drug_MUPIROCIN,ACYCLOVIR + BENZONATATE + MUPIROCIN,3,1,0.0008698629258136332,0.0008698629258136332,1999,1999
item_drug_EPIDUO|item_drug_NORETHINDRONE|item_drug_NUVARING,EPIDUO + NORETHINDRONE + NUVARING,3,1,0.0008692329180546,0.0008692329180546,1463,1405
item_drug_DEXAMETHASONE|item_drug_DIFFERIN|item_drug_OFLOXACIN,DEXAMETHASONE + DIFFERIN + OFLOXACIN,3,1,0.0008691489021726666,0.0008691489021726666,1471,1471
item_drug_HYDROCHLOROTHIAZIDE|item_drug_NAPROXEN|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + NAPROXEN + ZOSTAVAX,3,1,0.0008687774088849,0.0008687774088849,1980,1980
item_drug_EPIDUO|item_drug_ERYTHROMYCIN|item_drug_LORATADINE,EPIDUO + ERYTHROMYCIN + LORATADINE,3,1,0.0008681995047962,0.0008681995047962,1156,1156
item_drug_ACYCLOVIR|item_drug_HYDROCORTISONE|item_drug_VYVANSE,ACYCLOVIR + HYDROCORTISONE + VYVANSE,3,1,0.0008677202353425333,0.0008677202353425333,1999,1999
item_drug_DEXAMETHASONE|item_drug_EPIDUO|item_drug_ERYTHROMYCIN,DEXAMETHASONE + EPIDUO + ERYTHROMYCIN,3,1,0.0008673306071981333,0.0008673306071981333,1471,1471
item_drug_DEXAMETHASONE|item_drug_EPIDUO|item_drug_NEXPLANON,DEXAMETHASONE + EPIDUO + NEXPLANON,3,1,0.0008668773939652666,0.0008668773939652666,1805,1805
item_drug_EPIDUO|item_drug_MUPIROCIN|item_drug_NUVARING,EPIDUO + MUPIROCIN + NUVARING,3,1,0.0008667627072143333,0.0008667627072143333,1464,1462
item_drug_ACYCLOVIR|item_drug_BENZONATATE|item_drug_KETOCONAZOLE,ACYCLOVIR + BENZONATATE + KETOCONAZOLE,3,1,0.0008658346153019333,0.0008658346153019333,857,857
item_drug_EPIDUO|item_drug_NEXPLANON|item_drug_OMEPRAZOLE,EPIDUO + NEXPLANON + OMEPRAZOLE,3,1,0.0008639309804239666,0.0008639309804239666,1974,1974
item_drug_EPIDUO|item_drug_LORYNA|item_drug_OCELLA,EPIDUO + LORYNA + OCELLA,3,1,0.0008621501428122333,0.0008621501428122333,1558,1558
item_drug_ALLOPURINOL|item_drug_ZOSTAVAX,ALLOPURINOL + ZOSTAVAX,2,1,0.0008613520343914,0.0008613520343914,1910,1608
item_drug_ERYTHROMYCIN|item_drug_LORATADINE|item_drug_LORYNA,ERYTHROMYCIN + LORATADINE + LORYNA,3,1,0.0008602166509624667,0.0008602166509624667,1163,1163
item_drug_DEXAMETHASONE|item_drug_ERYTHROMYCIN|item_drug_LORYNA,DEXAMETHASONE + ERYTHROMYCIN + LORYNA,3,1,0.0008593477533643999,0.0008593477533643999,1471,1471
item_drug_ARIPIPRAZOLE|item_drug_EPIDUO|item_drug_LEVOFLOXACIN,ARIPIPRAZOLE + EPIDUO + LEVOFLOXACIN,3,1,0.0008591290352094333,0.0008591290352094333,324,324
item_drug_DEXAMETHASONE|item_drug_LEVOFLOXACIN|item_drug_NEXPLANON,DEXAMETHASONE + LEVOFLOXACIN + NEXPLANON,3,1,0.0008591285916082001,0.0008591285916082001,1805,1805
item_drug_KETOCONAZOLE|item_drug_METHOCARBAMOL|item_drug_OCELLA,KETOCONAZOLE + METHOCARBAMOL + OCELLA,3,1,0.0008583376504879666,0.0008583376504879666,1606,1606
item_drug_PREDNISOLONE|item_drug_TRETINOIN,PREDNISOLONE + TRETINOIN,2,1,0.00085775867103815,0.00085775867103815,1999,1999
item_drug_LEVOFLOXACIN|item_drug_NEXPLANON|item_drug_OMEPRAZOLE,LEVOFLOXACIN + NEXPLANON + OMEPRAZOLE,3,1,0.0008561821780668999,0.0008561821780668999,1958,1958
item_drug_LORATADINE|item_drug_OCELLA|item_drug_OFLOXACIN,LORATADINE + OCELLA + OFLOXACIN,3,1,0.0008560865073843667,0.0008560865073843667,995,995
item_drug_DEXAMETHASONE|item_drug_OCELLA|item_drug_OFLOXACIN,DEXAMETHASONE + OCELLA + OFLOXACIN,3,1,0.0008552176097863,0.0008552176097863,1308,1308
item_drug_OFLOXACIN|item_drug_TRETINOIN,OFLOXACIN + TRETINOIN,2,1,0.0008528527851155,0.0008528527851155,1995,1995
item_drug_ARIPIPRAZOLE|item_drug_DEXAMETHASONE,ARIPIPRAZOLE + DEXAMETHASONE,2,1,0.0008503669460697999,0.0008503669460697999,308,308
item_drug_DIFFERIN|item_drug_OCELLA|item_drug_OFLOXACIN,DIFFERIN + OCELLA + OFLOXACIN,3,1,0.0008483778950619,0.0008483778950619,1564,1564
item_drug_EPIDUO|item_drug_ERYTHROMYCIN|item_drug_OCELLA,EPIDUO + ERYTHROMYCIN + OCELLA,3,1,0.0008465596000873667,0.0008465596000873667,1558,1558
item_drug_GLIPIZIDE|item_drug_HYDROCHLOROTHIAZIDE|item_drug_ZOSTAVAX,GLIPIZIDE + HYDROCHLOROTHIAZIDE + ZOSTAVAX,3,1,0.0008464856803715666,0.0008464856803715666,1975,1975
item_drug_ALLOPURINOL|item_drug_NAPROXEN|item_drug_ZOSTAVAX,ALLOPURINOL + NAPROXEN + ZOSTAVAX,3,1,0.0008425861801324,0.0008425861801324,1910,1608
item_drug_EPIDUO|item_drug_LEVOFLOXACIN|item_drug_NEXPLANON,EPIDUO + LEVOFLOXACIN + NEXPLANON,3,1,0.0008425388124060334,0.0008425388124060334,1958,1958
item_drug_PREDNISONE|item_drug_TRETINOIN,PREDNISONE + TRETINOIN,2,1,0.000839029748084,0.000839029748084,2000,2000
item_drug_ERYTHROMYCIN|item_drug_LORYNA|item_drug_OCELLA,ERYTHROMYCIN + LORYNA + OCELLA,3,1,0.0008385767462536333,0.0008385767462536333,1564,1564
item_drug_TAMIFLU|item_drug_TRETINOIN,TAMIFLU + TRETINOIN,2,1,0.00083562923882545,0.00083562923882545,2000,2000
item_drug_CIPRODEX|item_drug_TRETINOIN,CIPRODEX + TRETINOIN,2,1,0.0008337710253126501,0.0008337710253126501,1997,1997
item_drug_ACYCLOVIR|item_drug_CIPRODEX,ACYCLOVIR + CIPRODEX,2,1,0.00082791064910085,0.00082791064910085,1999,1999
item_drug_ARIPIPRAZOLE|item_drug_EPIDUO,ARIPIPRAZOLE + EPIDUO,2,1,0.00082548227726655,0.00082548227726655,340,340
item_drug_DEXAMETHASONE|item_drug_NEXPLANON,DEXAMETHASONE + NEXPLANON,2,1,0.0008254816118646999,0.0008254816118646999,1805,1805
item_drug_NEXPLANON|item_drug_OMEPRAZOLE,NEXPLANON + OMEPRAZOLE,2,1,0.00082106199155275,0.00082106199155275,2000,2000
item_drug_MELOXICAM|item_drug_MISOPROSTOL|item_drug_NUVARING,MELOXICAM + MISOPROSTOL + NUVARING,3,1,0.0008209648548805334,0.0008209648548805334,1536,1536
item_drug_ALLOPURINOL|item_drug_GLIPIZIDE|item_drug_ZOSTAVAX,ALLOPURINOL + GLIPIZIDE + ZOSTAVAX,3,1,0.0008202944516190667,0.0008202944516190667,1910,1608
item_drug_ATENOLOL|item_drug_BENZONATATE|item_drug_METRONIDAZOLE,ATENOLOL + BENZONATATE + METRONIDAZOLE,3,1,0.0008183099690342333,0.0008183099690342333,26,26
item_drug_FLUCONAZOLE|item_drug_MISOPROSTOL|item_drug_PREDNISONE,FLUCONAZOLE + MISOPROSTOL + PREDNISONE,3,1,0.0008183073921013001,0.0008183073921013001,1536,1536
item_drug_ARIPIPRAZOLE|item_drug_LORATADINE|item_drug_NEXPLANON,ARIPIPRAZOLE + LORATADINE + NEXPLANON,3,1,0.0008180560452290334,0.0008180560452290334,244,244
item_drug_DIFFERIN|item_drug_MISOPROSTOL|item_drug_NUVARING,DIFFERIN + MISOPROSTOL + NUVARING,3,1,0.0008171797101983333,0.0008171797101983333,1536,1536
item_drug_FLUCONAZOLE|item_drug_METRONIDAZOLE|item_drug_MISOPROSTOL,FLUCONAZOLE + METRONIDAZOLE + MISOPROSTOL,3,1,0.0008167770614428,0.0008167770614428,1536,1536
item_drug_ACYCLOVIR|item_drug_HYDROCORTISONE|item_drug_IBUPROFEN,ACYCLOVIR + HYDROCORTISONE + IBUPROFEN,3,1,0.0008145616345025334,0.0008145616345025334,1999,1999
item_drug_ARIPIPRAZOLE|item_drug_LEVOFLOXACIN,ARIPIPRAZOLE + LEVOFLOXACIN,2,1,0.00081385907373095,0.00081385907373095,324,324
item_drug_ERYTHROMYCIN|item_drug_FLUCONAZOLE|item_drug_MISOPROSTOL,ERYTHROMYCIN + FLUCONAZOLE + MISOPROSTOL,3,1,0.0008092941675156001,0.0008092941675156001,1536,1536
item_drug_FLUCONAZOLE|item_drug_MISOPROSTOL,FLUCONAZOLE + MISOPROSTOL,2,1,0.00080815919595425,0.00080815919595425,1536,1536
item_drug_BENZONATATE|item_drug_HYDROCHLOROTHIAZIDE|item_drug_ZOSTAVAX,BENZONATATE + HYDROCHLOROTHIAZIDE + ZOSTAVAX,3,1,0.0008066660753477,0.0008066660753477,1837,1836
item_drug_LORATADINE|item_drug_LORYNA,LORATADINE + LORYNA,2,1,0.00080337033971685,0.00080337033971685,1163,1163
item_drug_DEXAMETHASONE|item_drug_LORYNA,DEXAMETHASONE + LORYNA,2,1,0.00080206699331975,0.00080206699331975,1471,1471
item_drug_ACYCLOVIR|item_drug_HYDROCORTISONE|item_drug_MUPIROCIN,ACYCLOVIR + HYDROCORTISONE + MUPIROCIN,3,1,0.0008006967024220666,0.0008006967024220666,1999,1999
item_drug_LORATADINE|item_drug_LORYNA|item_drug_MELOXICAM,LORATADINE + LORYNA + MELOXICAM,3,1,0.0008003095495665334,0.0008003095495665334,1163,1163
item_drug_ACYCLOVIR|item_drug_AMOXICILLIN|item_drug_OCELLA,ACYCLOVIR + AMOXICILLIN + OCELLA,3,1,0.0008001347930443667,0.0008001347930443667,1066,1066
item_drug_DEXAMETHASONE|item_drug_LORYNA|item_drug_MELOXICAM,DEXAMETHASONE + LORYNA + MELOXICAM,3,1,0.0007994406519684667,0.0007994406519684667,1471,1471
item_drug_ALLOPURINOL|item_drug_ATENOLOL|item_drug_AZITHROMYCIN,ALLOPURINOL + ATENOLOL + AZITHROMYCIN,3,1,0.0007963775702248666,0.0007963775702248666,1239,1239
item_drug_NAPROXEN|item_drug_ZOSTAVAX,NAPROXEN + ZOSTAVAX,2,1,0.0007958327074316499,0.0007958327074316499,1980,1980
item_drug_ATENOLOL|item_drug_AZITHROMYCIN|item_drug_BENZONATATE,ATENOLOL + AZITHROMYCIN + BENZONATATE,3,1,0.0007916994779629667,0.0007916994779629667,102,102
item_drug_FLUCONAZOLE|item_drug_MISOPROSTOL|item_drug_OFLOXACIN,FLUCONAZOLE + MISOPROSTOL + OFLOXACIN,3,1,0.0007914294724386334,0.0007914294724386334,1536,1536
item_drug_MISOPROSTOL|item_drug_NORETHINDRONE|item_drug_NUVARING,MISOPROSTOL + NORETHINDRONE + NUVARING,3,1,0.0007900788588871333,0.0007900788588871333,1253,1248
item_drug_LEVOFLOXACIN|item_drug_NEXPLANON,LEVOFLOXACIN + NEXPLANON,2,1,0.00078897373952585,0.00078897373952585,1958,1958
item_drug_EPIDUO|item_drug_MELOXICAM|item_drug_OCELLA,EPIDUO + MELOXICAM + OCELLA,3,1,0.0007866524986914333,0.0007866524986914333,1558,1558
item_drug_FENOFIBRATE|item_drug_MUPIROCIN|item_drug_NAPROXEN,FENOFIBRATE + MUPIROCIN + NAPROXEN,3,1,0.0007865960001663001,0.0007865960001663001,1855,1855
item_drug_ERYTHROMYCIN|item_drug_LORATADINE|item_drug_MELOXICAM,ERYTHROMYCIN + LORATADINE + MELOXICAM,3,1,0.0007847190068416667,0.0007847190068416667,1163,1163
item_drug_ARIPIPRAZOLE|item_drug_DEXAMETHASONE|item_drug_NEXPLANON,ARIPIPRAZOLE + DEXAMETHASONE + NEXPLANON,3,1,0.0007840862733653666,0.0007840862733653666,308,308
item_drug_DEXAMETHASONE|item_drug_ERYTHROMYCIN|item_drug_MELOXICAM,DEXAMETHASONE + ERYTHROMYCIN + MELOXICAM,3,1,0.0007838501092436,0.0007838501092436,1471,1471
item_drug_ATENOLOL|item_drug_CEPHALEXIN|item_drug_NAPROXEN,ATENOLOL + CEPHALEXIN + NAPROXEN,3,1,0.0007835473032490333,0.0007835473032490333,1996,1996
item_drug_EPIDUO|item_drug_OCELLA,EPIDUO + OCELLA,2,1,0.0007828847634042001,0.0007828847634042001,1558,1558
item_drug_BENZONATATE|item_drug_PREDNISOLONE|item_drug_TRETINOIN,BENZONATATE + PREDNISOLONE + TRETINOIN,3,1,0.0007818375624869667,0.0007818375624869667,1999,1999
item_drug_MISOPROSTOL|item_drug_NAPROXEN|item_drug_PREDNISONE,MISOPROSTOL + NAPROXEN + PREDNISONE,3,1,0.0007814932530215334,0.0007814932530215334,1536,1536
item_drug_ARIPIPRAZOLE|item_drug_NEXPLANON|item_drug_OMEPRAZOLE,ARIPIPRAZOLE + NEXPLANON + OMEPRAZOLE,3,1,0.0007811398598240666,0.0007811398598240666,362,362
item_drug_ALLOPURINOL|item_drug_BENZONATATE|item_drug_ZOSTAVAX,ALLOPURINOL + BENZONATATE + ZOSTAVAX,3,1,0.0007804748465951999,0.0007804748465951999,1772,1479
item_drug_METRONIDAZOLE|item_drug_MISOPROSTOL|item_drug_NAPROXEN,METRONIDAZOLE + MISOPROSTOL + NAPROXEN,3,1,0.0007799629223630334,0.0007799629223630334,1536,1536
item_drug_FLUCONAZOLE|item_drug_LORYNA|item_drug_MISOPROSTOL,FLUCONAZOLE + LORYNA + MISOPROSTOL,3,1,0.0007792605925545667,0.0007792605925545667,1536,1536
item_drug_DEXAMETHASONE|item_drug_ERYTHROMYCIN,DEXAMETHASONE + ERYTHROMYCIN,2,1,0.00077868117923245,0.00077868117923245,1471,1471
item_drug_LORYNA|item_drug_MELOXICAM|item_drug_OCELLA,LORYNA + MELOXICAM + OCELLA,3,1,0.0007786696448577,0.0007786696448577,1564,1564
item_drug_BENZONATATE|item_drug_OFLOXACIN|item_drug_TRETINOIN,BENZONATATE + OFLOXACIN + TRETINOIN,3,1,0.0007785669718718666,0.0007785669718718666,1995,1995
item_drug_GLIPIZIDE|item_drug_NAPROXEN|item_drug_ZOSTAVAX,GLIPIZIDE + NAPROXEN + ZOSTAVAX,3,1,0.0007766149003125667,0.0007766149003125667,1975,1975
