feature,importance_normalized,importance_scaled,n_models,models
item_AMOXICILLIN/CLAVULANATE P,0.16132609080198482,0.021596775360485418,3,"catboost,xgboost,xgboost_rf"
item_LEVOTHYROXINE SODIUM,0.1523729925516711,0.020398221234918017,3,"catboost,xgboost,xgboost_rf"
item_HYDRALAZINE HYDROCHLORIDE,0.14378918863673573,0.01924910466011142,3,"catboost,xgboost,xgboost_rf"
item_LIDOCAINE,0.14179722174664555,0.01898243941559368,3,"catboost,xgboost,xgboost_rf"
item_LORAZEPAM,0.13100664381966962,0.017537901298168197,3,"catboost,xgboost,xgboost_rf"
item_DOXYCYCLINE HYCLATE,0.127367929096952,0.017050785394740774,3,"catboost,xgboost,xgboost_rf"
item_BUMETANIDE,0.1252947839707175,0.01677325279379325,3,"catboost,xgboost,xgboost_rf"
item_DONEPEZIL HCL,0.11742898857961423,0.015720256249658872,3,"catboost,xgboost,xgboost_rf"
item_ONDANSETRON HYDROCHLORIDE,0.11628941444694699,0.015567701096134184,3,"catboost,xgboost,xgboost_rf"
item_MEMANTINE HYDROCHLORIDE E,0.11289169182001224,0.01511284688162764,3,"catboost,xgboost,xgboost_rf"
item_CEFUROXIME AXETIL,0.11253070596299301,0.015064521589521445,3,"catboost,xgboost,xgboost_rf"
item_ESCITALOPRAM OXALATE,0.11147770359111686,0.014923555825295613,3,"catboost,xgboost,xgboost_rf"
item_SERTRALINE HCL,0.10357456435877725,0.013865560049194047,3,"catboost,xgboost,xgboost_rf"
item_AZITHROMYCIN,0.10349032268684896,0.013854282589636311,3,"catboost,xgboost,xgboost_rf"
item_METOPROLOL TARTRATE,0.10332252099478689,0.013831818923464531,3,"catboost,xgboost,xgboost_rf"
item_TAMSULOSIN HYDROCHLORIDE,0.09621268847510447,0.01288002337065017,3,"catboost,xgboost,xgboost_rf"
item_POTASSIUM CHLORIDE ER,0.09178746577953897,0.012287617393407745,3,"catboost,xgboost,xgboost_rf"
item_XARELTO,0.0914656091321136,0.012244530341101638,3,"catboost,xgboost,xgboost_rf"
item_FAMOTIDINE,0.08643719352537312,0.011571374735966271,3,"catboost,xgboost,xgboost_rf"
item_ALPRAZOLAM,0.0855213263473234,0.01144876730398765,3,"catboost,xgboost,xgboost_rf"
item_ATORVASTATIN CALCIUM,0.083369185967778,0.011160659583220265,3,"catboost,xgboost,xgboost_rf"
item_MIRTAZAPINE,0.07932720666593747,0.010619558521639793,3,"catboost,xgboost,xgboost_rf"
item_CEFDINIR,0.07394435932562189,0.00989895502699941,3,"catboost,xgboost,xgboost_rf"
item_METOPROLOL SUCCINATE ER,0.07135720201483457,0.009552611450547834,3,"catboost,xgboost,xgboost_rf"
item_MIDODRINE HCL,0.07026677265140582,0.009406635322995389,3,"catboost,xgboost,xgboost_rf"
item_OXYCODONE HYDROCHLORIDE,0.06956783195373197,0.00931306790830801,3,"catboost,xgboost,xgboost_rf"
item_BREO ELLIPTA,0.06795007409781845,0.009096498146850708,3,"catboost,xgboost,xgboost_rf"
item_MEMANTINE HYDROCHLORIDE,0.06519403173788033,0.008727545874867475,3,"catboost,xgboost,xgboost_rf"
